orderNumber,productCode,quantityOrdered,priceEach,Thành tiền,orderLineNumber
10262.0,S32_4289,40.0,63.97,2558.8,2.0
10263.0,S10_1678,34.0,89.0,3026.0,2.0
10264.0,S18_4721,20.0,124.99,2499.7999999999997,2.0
10265.0,S18_3278,45.0,74.78,3365.1,2.0
10266.0,S18_1589,36.0,99.55,3583.7999999999997,2.0
10267.0,S24_2887,43.0,93.95,4039.85,2.0
10268.0,S18_1367,26.0,45.82,1191.32,2.0
10269.0,S24_4258,48.0,95.44,4581.12,2.0
10270.0,S10_4962,32.0,124.1,3971.2,2.0
10271.0,S24_1444,45.0,49.71,2236.95,2.0
10272.0,S12_1108,35.0,187.02,6545.700000000001,2.0
10273.0,S18_3029,34.0,84.3,2866.2,2.0
10274.0,S24_2841,40.0,56.86,2274.4,2.0
10275.0,S24_1578,21.0,105.94,2224.74,2.0
10276.0,S24_3371,20.0,58.17,1163.4,2.0
10278.0,S18_1589,23.0,107.02,2461.46,2.0
10279.0,S24_2887,48.0,106.87,5129.76,2.0
10280.0,S10_1949,34.0,205.73,6994.82,2.0
10281.0,S24_2840,20.0,33.95,679.0,2.0
10282.0,S700_1938,43.0,77.95,3351.85,2.0
10283.0,S700_2047,20.0,74.23,1484.6000000000001,2.0
10284.0,S24_4278,21.0,66.65,1399.65,2.0
10285.0,S50_4713,39.0,76.48,2982.7200000000003,2.0
10287.0,S18_3685,27.0,139.87,3776.4900000000002,2.0
10288.0,S18_2325,31.0,102.98,3192.38,2.0
10289.0,S18_1342,38.0,92.47,3513.86,2.0
10290.0,S18_3320,26.0,80.36,2089.36,2.0
10291.0,S18_2432,26.0,52.26,1358.76,2.0
10292.0,S18_4027,44.0,114.9,5055.6,2.0
10293.0,S24_2011,21.0,111.83,2348.43,2.0
10295.0,S700_2610,44.0,71.56,3148.6400000000003,2.0
10296.0,S700_1691,42.0,75.81,3184.02,2.0
10297.0,S32_1374,26.0,88.9,2311.4,2.0
10298.0,S18_2625,32.0,60.57,1938.24,2.0
10299.0,S18_4721,49.0,119.04,5832.96,2.0
10300.0,S12_4675,23.0,95.58,2198.34,2.0
10301.0,S24_3432,22.0,86.73,1908.0600000000002,2.0
10302.0,S18_4409,38.0,82.83,3147.54,2.0
10303.0,S18_2248,46.0,56.91,2617.8599999999997,2.0
10304.0,S32_3522,36.0,52.36,1884.96,2.0
10305.0,S24_1444,45.0,48.55,2184.75,2.0
10306.0,S24_3151,31.0,76.12,2359.7200000000003,2.0
10307.0,S24_2841,25.0,58.23,1455.75,2.0
10308.0,S10_2016,34.0,115.37,3922.58,2.0
10309.0,S24_2360,24.0,59.56,1429.44,2.0
10310.0,S18_1129,37.0,128.8,4765.6,2.0
10311.0,S18_4933,25.0,66.99,1674.7499999999998,2.0
10312.0,S18_1097,32.0,101.5,3248.0,2.0
10313.0,S18_2319,29.0,109.23,3167.67,2.0
10314.0,S700_1938,23.0,83.15,1912.45,2.0
10315.0,S700_1138,41.0,60.67,2487.4700000000003,2.0
10316.0,S32_4289,24.0,59.16,1419.84,2.0
10318.0,S24_1578,48.0,93.54,4489.92,2.0
10319.0,S24_4620,43.0,78.41,3371.6299999999997,2.0
10320.0,S24_3371,26.0,60.62,1576.12,2.0
10321.0,S24_3191,39.0,81.33,3171.87,2.0
10322.0,S18_2795,36.0,158.63,5710.68,2.0
10323.0,S18_3320,33.0,88.3,2913.9,2.0
10324.0,S24_2300,31.0,107.34,3327.54,2.0
10325.0,S32_3207,28.0,55.3,1548.3999999999999,2.0
10326.0,S24_3816,20.0,81.34,1626.8000000000002,2.0
10327.0,S700_3505,43.0,85.14,3661.02,2.0
10328.0,S24_3420,20.0,56.55,1131.0,2.0
10329.0,S10_2016,20.0,109.42,2188.4,2.0
10330.0,S18_3782,29.0,59.06,1712.74,2.0
10331.0,S24_4620,41.0,70.33,2883.5299999999997,2.0
10332.0,S18_4409,50.0,92.03,4601.5,2.0
10333.0,S18_3320,46.0,95.24,4381.04,2.0
10334.0,S10_4962,26.0,130.01,3380.2599999999998,2.0
10335.0,S24_2840,33.0,32.88,1085.0400000000002,2.0
10336.0,S700_2824,46.0,94.07,4327.219999999999,2.0
10337.0,S18_4522,29.0,76.36,2214.44,2.0
10338.0,S18_3856,45.0,93.17,4192.65,2.0
10339.0,S18_2581,27.0,79.41,2144.0699999999997,2.0
10340.0,S32_1374,55.0,95.89,5273.95,2.0
10341.0,S12_1099,45.0,192.62,8667.9,2.0
10342.0,S18_1129,40.0,118.89,4755.6,2.0
10343.0,S18_3685,44.0,127.15,5594.6,2.0
10344.0,S18_2248,40.0,49.04,1961.6,2.0
10346.0,S24_3191,24.0,80.47,1931.28,2.0
10347.0,S10_4962,27.0,132.97,3590.19,2.0
10348.0,S24_4258,39.0,82.78,3228.42,2.0
10349.0,S24_4048,23.0,111.18,2557.1400000000003,2.0
10350.0,S18_3259,41.0,94.79,3886.3900000000003,2.0
10351.0,S18_3856,20.0,104.81,2096.2,2.0
10352.0,S700_2466,49.0,87.75,4299.75,2.0
10353.0,S24_1785,28.0,107.23,3002.44,2.0
10354.0,S10_2016,20.0,95.15,1903.0,2.0
10355.0,S18_4721,25.0,124.99,3124.75,2.0
10356.0,S18_1984,27.0,130.87,3533.4900000000002,2.0
10357.0,S18_4600,28.0,105.34,2949.52,2.0
10358.0,S32_3522,36.0,51.71,1861.56,2.0
10359.0,S50_1392,46.0,99.55,4579.3,2.0
10360.0,S24_2011,31.0,100.77,3123.87,2.0
10361.0,S32_4289,49.0,56.41,2764.0899999999997,2.0
10362.0,S24_1578,50.0,91.29,4564.5,2.0
10363.0,S32_1374,50.0,92.9,4645.0,2.0
10365.0,S50_4713,44.0,68.34,3006.96,2.0
10366.0,S18_2870,49.0,105.6,5174.4,2.0
10367.0,S24_2972,36.0,36.25,1305.0,2.0
10368.0,S24_2766,40.0,73.6,2944.0,2.0
10369.0,S10_1949,41.0,195.01,7995.41,2.0
10370.0,S18_4668,20.0,41.76,835.1999999999999,2.0
10371.0,S32_2509,20.0,44.37,887.4,2.0
10372.0,S700_1938,44.0,74.48,3277.1200000000003,2.0
10373.0,S700_3505,34.0,94.16,3201.44,2.0
10374.0,S18_2581,42.0,75.19,3157.98,2.0
10375.0,S24_4278,43.0,60.13,2585.59,2.0
10377.0,S18_1129,35.0,124.56,4359.6,2.0
10378.0,S24_4620,41.0,80.84,3314.44,2.0
10379.0,S18_1749,39.0,156.4,6099.6,2.0
10380.0,S18_4933,24.0,66.99,1607.7599999999998,2.0
10381.0,S18_1097,48.0,114.34,5488.32,2.0
10382.0,S18_4668,39.0,46.29,1805.31,2.0
10383.0,S24_1444,22.0,52.6,1157.2,2.0
10384.0,S24_3151,43.0,71.69,3082.67,2.0
10385.0,S24_3816,37.0,78.83,2916.71,2.0
10386.0,S700_3505,45.0,83.14,3741.3,2.0
10388.0,S700_1691,46.0,74.9,3445.4,2.0
10389.0,S24_2000,49.0,61.7,3023.3,2.0
10390.0,S18_3782,36.0,54.09,1947.2400000000002,2.0
10391.0,S18_1342,35.0,102.74,3595.8999999999996,2.0
10392.0,S18_3136,29.0,103.67,3006.43,2.0
10393.0,S24_2300,33.0,112.46,3711.18,2.0
10394.0,S24_1444,31.0,53.18,1648.58,2.0
10395.0,S10_4757,32.0,125.12,4003.84,2.0
10396.0,S18_3140,33.0,129.76,4282.08,2.0
10397.0,S700_3962,36.0,80.44,2895.84,2.0
10398.0,S24_3949,41.0,56.64,2322.2400000000002,2.0
10399.0,S24_2000,58.0,75.41,4373.78,2.0
10400.0,S24_2841,24.0,55.49,1331.76,2.0
10401.0,S700_2834,21.0,96.11,2018.31,2.0
10402.0,S18_2625,55.0,58.15,3198.25,2.0
10403.0,S32_2206,30.0,35.8,1074.0,2.0
10404.0,S24_3371,49.0,53.27,2610.23,2.0
10405.0,S24_2972,47.0,37.38,1756.8600000000001,2.0
10406.0,S18_1984,48.0,133.72,6418.5599999999995,2.0
10407.0,S18_1749,76.0,141.1,10723.6,2.0
10409.0,S18_2325,6.0,104.25,625.5,2.0
10410.0,S18_3136,34.0,84.82,2883.8799999999997,2.0
10411.0,S10_4962,27.0,144.79,3909.33,2.0
10412.0,S24_1444,21.0,47.4,995.4,2.0
10413.0,S12_1108,36.0,201.57,7256.5199999999995,2.0
10414.0,S24_3816,51.0,72.96,3720.9599999999996,2.0
10415.0,S24_3420,18.0,59.83,1076.94,2.0
10416.0,S32_1374,45.0,86.9,3910.5000000000005,2.0
10417.0,S10_1678,66.0,79.43,5242.38,2.0
10418.0,S18_3278,16.0,70.76,1132.16,2.0
10419.0,S18_2870,55.0,116.16,6388.8,2.0
10420.0,S18_2325,45.0,116.96,5263.2,2.0
10421.0,S24_2022,40.0,44.8,1792.0,2.0
10422.0,S18_1342,51.0,91.44,4663.44,2.0
10423.0,S18_3136,21.0,98.44,2067.24,2.0
10424.0,S32_3522,44.0,54.94,2417.3599999999997,2.0
10425.0,S50_1392,18.0,94.92,1708.56,2.0
10100.0,S18_1749,30.0,136.0,4080.0,3.0
10101.0,S24_1937,45.0,32.53,1463.8500000000001,3.0
10103.0,S32_1268,31.0,92.46,2866.2599999999998,3.0
10104.0,S18_4027,38.0,119.2,4529.6,3.0
10105.0,S700_2610,31.0,60.72,1882.32,3.0
10106.0,S24_4278,26.0,71.0,1846.0,3.0
10107.0,S24_1578,25.0,96.92,2423.0,3.0
10108.0,S12_4675,36.0,107.1,3855.6,3.0
10109.0,S18_1984,38.0,137.98,5243.24,3.0
10110.0,S24_1937,20.0,28.88,577.6,3.0
10111.0,S24_4258,26.0,85.7,2228.2000000000003,3.0
10113.0,S18_4668,50.0,43.27,2163.5,3.0
10114.0,S18_2319,39.0,106.78,4164.42,3.0
10115.0,S50_1392,27.0,100.7,2718.9,3.0
10117.0,S24_2011,41.0,119.2,4887.2,3.0
10119.0,S18_1662,43.0,151.38,6509.34,3.0
10120.0,S10_2016,29.0,118.94,3449.2599999999998,3.0
10121.0,S32_4485,25.0,95.93,2398.25,3.0
10122.0,S18_3232,25.0,137.17,3429.2499999999995,3.0
10123.0,S18_2870,46.0,114.84,5282.64,3.0
10124.0,S18_2325,42.0,111.87,4698.54,3.0
10126.0,S32_1268,43.0,82.83,3561.69,3.0
10127.0,S12_3148,46.0,140.5,6463.0,3.0
10128.0,S700_1938,32.0,72.75,2328.0,3.0
10129.0,S700_2610,45.0,72.28,3252.6,3.0
10131.0,S24_3949,50.0,54.59,2729.5,3.0
10133.0,S18_2581,49.0,80.26,3932.7400000000002,3.0
10134.0,S24_1578,35.0,94.67,3313.4500000000003,3.0
10135.0,S18_1889,48.0,66.99,3215.5199999999995,3.0
10136.0,S18_3232,41.0,169.34,6942.9400000000005,3.0
10137.0,S18_2870,37.0,110.88,4102.5599999999995,3.0
10138.0,S18_2325,38.0,114.42,4347.96,3.0
10139.0,S18_2957,20.0,52.47,1049.4,3.0
10140.0,S32_1268,26.0,87.64,2278.64,3.0
10141.0,S50_1392,44.0,94.92,4176.4800000000005,3.0
10142.0,S700_3505,21.0,92.16,1935.36,3.0
10143.0,S700_3167,28.0,70.4,1971.2000000000003,3.0
10145.0,S24_2360,27.0,56.1,1514.7,3.0
10147.0,S18_1889,26.0,70.84,1841.8400000000001,3.0
10148.0,S24_2887,34.0,115.09,3913.06,3.0
10149.0,S18_1367,30.0,48.52,1455.6000000000001,3.0
10150.0,S700_2824,20.0,95.08,1901.6,3.0
10151.0,S12_4473,24.0,114.95,2758.8,3.0
10152.0,S24_4048,23.0,112.37,2584.51,3.0
10153.0,S700_3962,20.0,85.41,1708.1999999999998,3.0
10155.0,S700_4002,44.0,70.33,3094.52,3.0
10157.0,S18_2581,33.0,69.27,2285.91,3.0
10159.0,S12_3990,24.0,67.03,1608.72,3.0
10160.0,S24_3856,35.0,130.6,4571.0,3.0
10161.0,S24_2766,20.0,82.69,1653.8,3.0
10162.0,S18_2795,48.0,156.94,7533.12,3.0
10163.0,S18_3136,40.0,101.58,4063.2,3.0
10164.0,S18_4600,45.0,107.76,4849.2,3.0
10165.0,S12_1108,44.0,168.32,7406.08,3.0
10166.0,S700_1938,29.0,76.22,2210.38,3.0
10167.0,S24_3420,32.0,64.44,2062.08,3.0
10168.0,S10_4698,20.0,160.74,3214.8,3.0
10169.0,S12_3990,36.0,71.82,2585.5199999999995,3.0
10170.0,S12_4675,41.0,93.28,3824.48,3.0
10171.0,S18_3232,39.0,165.95,6472.049999999999,3.0
10172.0,S24_1046,32.0,61.0,1952.0,3.0
10173.0,S24_4258,22.0,93.49,2056.7799999999997,3.0
10174.0,S18_1097,48.0,108.5,5208.0,3.0
10175.0,S32_2509,50.0,50.86,2543.0,3.0
10176.0,S12_3148,47.0,145.04,6816.879999999999,3.0
10177.0,S700_1138,24.0,58.67,1408.08,3.0
10178.0,S24_3949,30.0,64.15,1924.5000000000002,3.0
10179.0,S18_2581,24.0,82.79,1986.96,3.0
10180.0,S18_3782,21.0,59.06,1240.26,3.0
10181.0,S18_2870,27.0,130.68,3528.36,3.0
10182.0,S18_1342,25.0,83.22,2080.5,3.0
10183.0,S700_2824,23.0,85.98,1977.5400000000002,3.0
10184.0,S24_1444,31.0,57.22,1773.82,3.0
10185.0,S700_1138,21.0,64.67,1358.07,3.0
10186.0,S24_3420,21.0,59.83,1256.43,3.0
10187.0,S24_1785,46.0,96.29,4429.34,3.0
10188.0,S10_4698,45.0,182.04,8191.799999999999,3.0
10190.0,S24_2360,42.0,58.87,2472.54,3.0
10191.0,S12_1099,21.0,155.66,3268.86,3.0
10192.0,S24_3191,32.0,69.34,2218.88,3.0
10193.0,S18_2957,24.0,53.09,1274.16,3.0
10194.0,S32_1268,37.0,77.05,2850.85,3.0
10195.0,S24_1444,44.0,54.33,2390.52,3.0
10196.0,S18_3259,35.0,81.68,2858.8,3.0
10197.0,S18_3856,22.0,85.75,1886.5,3.0
10198.0,S24_3949,43.0,65.51,2816.9300000000003,3.0
10199.0,S700_3167,38.0,70.4,2675.2000000000003,3.0
10200.0,S18_2581,28.0,74.34,2081.52,3.0
10201.0,S24_1578,39.0,93.54,3648.0600000000004,3.0
10202.0,S18_3782,30.0,55.33,1659.8999999999999,3.0
10203.0,S24_3856,47.0,140.43,6600.21,3.0
10204.0,S18_2248,23.0,59.33,1364.59,3.0
10205.0,S18_2795,40.0,138.38,5535.2,3.0
10206.0,S12_1666,28.0,109.34,3061.52,3.0
10207.0,S24_4048,28.0,108.82,3046.96,3.0
10208.0,S700_1138,38.0,56.67,2153.46,3.0
10209.0,S72_1253,48.0,44.2,2121.6000000000004,3.0
10210.0,S18_2625,40.0,51.48,2059.2,3.0
10211.0,S12_3990,28.0,79.8,2234.4,3.0
10212.0,S24_1046,41.0,61.73,2530.93,3.0
10213.0,S24_2887,27.0,97.48,2631.96,3.0
10214.0,S24_1937,20.0,32.19,643.8,3.0
10215.0,S10_1949,35.0,205.73,7200.549999999999,3.0
10217.0,S32_1268,21.0,78.97,1658.37,3.0
10219.0,S24_2840,21.0,31.12,653.52,3.0
10220.0,S12_3148,30.0,151.08,4532.400000000001,3.0
10221.0,S18_3140,33.0,133.86,4417.38,3.0
10222.0,S24_3949,48.0,55.27,2652.96,3.0
10223.0,S10_4698,49.0,189.79,9299.71,3.0
10224.0,S50_4713,50.0,81.36,4068.0,3.0
10225.0,S24_2972,42.0,34.74,1459.0800000000002,3.0
10226.0,S24_1628,36.0,47.79,1720.44,3.0
10227.0,S18_1342,25.0,85.27,2131.75,3.0
10228.0,S18_2957,45.0,57.46,2585.7,5.0
10229.0,S32_2509,23.0,49.78,1144.94,3.0
10230.0,S18_4027,42.0,142.18,5971.56,3.0
10232.0,S72_3212,24.0,48.59,1166.16,3.0
10233.0,S700_1138,36.0,66.0,2376.0,3.0
10234.0,S24_3420,25.0,65.09,1627.25,3.0
10235.0,S18_2581,24.0,81.95,1966.8000000000002,3.0
10236.0,S24_2000,36.0,65.51,2358.36,3.0
10237.0,S50_4713,20.0,78.92,1578.4,3.0
10238.0,S12_1099,28.0,161.49,4521.72,3.0
10239.0,S24_3856,29.0,133.41,3868.89,3.0
10240.0,S18_1129,41.0,125.97,5164.7699999999995,3.0
10241.0,S18_4409,42.0,77.31,3247.02,3.0
10244.0,S18_2957,24.0,54.96,1319.04,3.0
10245.0,S18_4600,21.0,111.39,2339.19,3.0
10246.0,S50_1392,22.0,113.44,2495.68,3.0
10247.0,S12_3148,25.0,140.5,3512.5,3.0
10248.0,S10_4757,20.0,126.48,2529.6,3.0
10228.0,S24_4258,33.0,84.73,2796.09,6.0
10250.0,S700_2834,44.0,98.48,4333.12,3.0
10251.0,S24_1578,50.0,91.29,4564.5,3.0
10252.0,S24_4620,38.0,69.52,2641.7599999999998,3.0
10253.0,S18_3685,31.0,139.87,4335.97,3.0
10254.0,S24_3969,20.0,39.8,796.0,3.0
10257.0,S18_2957,49.0,59.34,2907.6600000000003,3.0
10258.0,S12_1666,41.0,133.94,5491.54,3.0
10259.0,S18_2238,30.0,134.26,4027.7999999999997,3.0
10260.0,S18_3259,29.0,92.77,2690.33,3.0
10261.0,S24_3151,22.0,79.66,1752.52,3.0
10262.0,S50_1341,49.0,35.78,1753.22,3.0
10263.0,S24_1578,42.0,109.32,4591.44,3.0
10264.0,S18_3782,48.0,58.44,2805.12,3.0
10266.0,S18_2870,20.0,113.52,2270.4,3.0
10267.0,S24_2766,38.0,76.33,2900.54,3.0
10268.0,S18_1342,49.0,93.49,4581.009999999999,3.0
10270.0,S18_4600,38.0,107.76,4094.88,3.0
10271.0,S50_1392,34.0,93.76,3187.84,3.0
10272.0,S12_3148,27.0,123.89,3345.03,3.0
10273.0,S24_3816,48.0,83.86,4025.2799999999997,3.0
10274.0,S24_3420,24.0,65.09,1562.16,3.0
10275.0,S10_4698,36.0,154.93,5577.4800000000005,3.0
10276.0,S12_1099,50.0,184.84,9242.0,3.0
10278.0,S18_2870,39.0,117.48,4581.72,3.0
10279.0,S24_2766,49.0,76.33,3740.17,3.0
10280.0,S18_2949,46.0,82.06,3774.76,3.0
10281.0,S32_2509,31.0,44.91,1392.2099999999998,3.0
10282.0,S18_3259,36.0,88.74,3194.64,3.0
10283.0,S18_3856,46.0,100.58,4626.68,3.0
10284.0,S24_1785,22.0,101.76,2238.7200000000003,3.0
10285.0,S24_2360,38.0,64.41,2447.58,3.0
10287.0,S18_1984,24.0,123.76,2970.2400000000002,3.0
10288.0,S24_3969,33.0,37.75,1245.75,3.0
10289.0,S18_2795,43.0,141.75,6095.25,3.0
10291.0,S32_1268,26.0,82.83,2153.58,3.0
10292.0,S32_3207,31.0,59.65,1849.1499999999999,3.0
10293.0,S18_4522,49.0,72.85,3569.6499999999996,3.0
10295.0,S24_3151,46.0,84.08,3867.68,3.0
10296.0,S700_3167,22.0,74.4,1636.8000000000002,3.0
10297.0,S700_2834,35.0,111.53,3903.55,3.0
10299.0,S18_3782,39.0,62.17,2424.63,3.0
10300.0,S12_3380,29.0,116.27,3371.83,3.0
10301.0,S24_1628,22.0,40.75,896.5,3.0
10302.0,S18_4933,23.0,70.56,1622.88,3.0
10304.0,S12_1666,39.0,117.54,4584.06,3.0
10305.0,S50_1392,42.0,109.96,4618.32,3.0
10306.0,S700_1138,50.0,61.34,3067.0,3.0
10307.0,S24_3420,22.0,64.44,1417.6799999999998,3.0
10308.0,S18_2625,34.0,48.46,1647.64,3.0
10309.0,S32_4485,50.0,93.89,4694.5,3.0
10310.0,S18_3232,48.0,159.18,7640.64,3.0
10311.0,S24_2887,43.0,116.27,4999.61,3.0
10312.0,S10_1949,48.0,214.3,10286.400000000001,3.0
10313.0,S18_3232,25.0,143.94,3598.5,3.0
10314.0,S18_3259,23.0,84.71,1948.33,3.0
10315.0,S700_3505,31.0,99.17,3074.27,3.0
10316.0,S50_1341,34.0,36.66,1246.4399999999998,3.0
10318.0,S10_4698,37.0,189.79,7022.23,3.0
10319.0,S18_4721,45.0,120.53,5423.85,3.0
10320.0,S12_1099,31.0,184.84,5730.04,3.0
10321.0,S24_1046,30.0,68.35,2050.5,3.0
10322.0,S24_1937,20.0,26.55,531.0,3.0
10324.0,S24_4258,33.0,95.44,3149.52,3.0
10325.0,S32_2509,38.0,44.37,1686.06,3.0
10326.0,S24_3151,41.0,86.74,3556.3399999999997,3.0
10327.0,S700_3962,37.0,83.42,3086.54,3.0
10328.0,S24_3949,35.0,55.96,1958.6000000000001,3.0
10329.0,S10_4698,26.0,164.61,4279.860000000001,3.0
10330.0,S18_3482,37.0,136.7,5057.9,3.0
10331.0,S32_2206,28.0,33.39,934.9200000000001,3.0
10332.0,S18_4933,21.0,70.56,1481.76,3.0
10333.0,S10_1949,26.0,188.58,4903.08,3.0
10334.0,S18_3232,20.0,147.33,2946.6000000000004,3.0
10335.0,S32_2509,40.0,49.78,1991.2,3.0
10336.0,S12_4473,38.0,95.99,3647.62,3.0
10337.0,S18_4027,36.0,140.75,5067.0,3.0
10338.0,S18_3029,28.0,80.86,2264.08,3.0
10339.0,S10_4698,39.0,178.17,6948.629999999999,3.0
10340.0,S32_4289,39.0,67.41,2628.99,3.0
10341.0,S50_4713,38.0,78.11,2968.18,3.0
10342.0,S18_1984,22.0,115.22,2534.84,3.0
10343.0,S18_2870,25.0,118.8,2970.0,3.0
10344.0,S18_2325,30.0,118.23,3546.9,3.0
10346.0,S18_1342,42.0,88.36,3711.12,3.0
10347.0,S12_1666,29.0,132.57,3844.5299999999997,3.0
10348.0,S32_1268,42.0,90.53,3802.26,3.0
10349.0,S24_2840,36.0,31.47,1132.92,3.0
10350.0,S18_4522,30.0,70.22,2106.6,3.0
10351.0,S24_3949,34.0,68.24,2320.16,3.0
10352.0,S700_2047,23.0,75.13,1727.9899999999998,3.0
10353.0,S24_4278,35.0,69.55,2434.25,3.0
10354.0,S10_4698,42.0,178.17,7483.139999999999,3.0
10355.0,S24_2360,41.0,56.1,2300.1,3.0
10356.0,S18_2325,29.0,106.79,3096.9100000000003,3.0
10357.0,S18_3320,25.0,84.33,2108.25,3.0
10358.0,S700_2824,27.0,85.98,2321.46,3.0
10359.0,S32_2509,36.0,45.45,1636.2,3.0
10360.0,S24_3151,36.0,70.81,2549.16,3.0
10361.0,S50_1341,33.0,35.78,1180.74,3.0
10362.0,S18_2625,23.0,53.91,1239.9299999999998,3.0
10363.0,S12_1099,33.0,180.95,5971.349999999999,3.0
10365.0,S32_4485,22.0,82.66,1818.52,3.0
10366.0,S18_1984,34.0,116.65,3966.1000000000004,3.0
10367.0,S18_1749,37.0,144.5,5346.5,3.0
10368.0,S24_3969,46.0,36.52,1679.92,3.0
10369.0,S24_4258,40.0,93.49,3739.6,3.0
10370.0,S32_3522,25.0,63.99,1599.75,3.0
10371.0,S700_2824,34.0,83.95,2854.3,3.0
10372.0,S18_3140,28.0,131.13,3671.64,3.0
10373.0,S10_4757,39.0,118.32,4614.48,3.0
10374.0,S24_1785,46.0,107.23,4932.58,3.0
10375.0,S32_1374,37.0,87.9,3252.3,3.0
10377.0,S18_3232,39.0,143.94,5613.66,3.0
10378.0,S24_3856,33.0,129.2,4263.599999999999,3.0
10379.0,S24_1628,32.0,48.8,1561.6,3.0
10380.0,S24_1046,34.0,66.88,2273.92,3.0
10381.0,S10_1949,36.0,182.16,6557.76,3.0
10382.0,S24_2300,20.0,120.12,2402.4,3.0
10383.0,S24_2840,40.0,33.24,1329.6000000000001,3.0
10384.0,S24_2011,28.0,114.29,3200.1200000000003,3.0
10386.0,S700_3962,30.0,80.44,2413.2,3.0
10388.0,S700_2834,50.0,111.53,5576.5,3.0
10389.0,S18_1889,49.0,63.91,3131.5899999999997,3.0
10390.0,S18_4721,49.0,122.02,5978.98,3.0
10391.0,S18_1367,42.0,47.44,1992.48,3.0
10392.0,S18_2957,37.0,61.21,2264.77,3.0
10393.0,S24_4258,33.0,88.62,2924.46,3.0
10394.0,S32_2509,36.0,47.08,1694.8799999999999,3.0
10395.0,S50_1514,45.0,57.99,2609.55,3.0
10396.0,S12_3891,33.0,155.72,5138.76,3.0
10397.0,S700_3505,48.0,86.15,4135.200000000001,3.0
10398.0,S24_2841,28.0,60.29,1688.12,3.0
10399.0,S24_1578,57.0,104.81,5974.17,3.0
10400.0,S24_3420,38.0,59.18,2248.84,3.0
10401.0,S18_2581,42.0,75.19,3157.98,3.0
10402.0,S24_2000,59.0,61.7,3640.3,3.0
10403.0,S50_4713,31.0,65.09,2017.7900000000002,3.0
10404.0,S12_1099,64.0,163.44,10460.16,3.0
10405.0,S24_3856,76.0,127.79,9712.04,3.0
10406.0,S18_1129,61.0,124.56,7598.16,3.0
10407.0,S18_4409,6.0,91.11,546.66,3.0
10410.0,S18_2957,53.0,49.97,2648.41,3.0
10411.0,S18_4600,46.0,106.55,4901.3,3.0
10412.0,S50_1392,26.0,105.33,2738.58,3.0
10413.0,S12_3148,47.0,145.04,6816.879999999999,3.0
10414.0,S10_4757,49.0,114.24,5597.759999999999,3.0
10415.0,S72_1253,42.0,43.2,1814.4,3.0
10416.0,S700_2834,41.0,98.48,4037.6800000000003,3.0
10417.0,S24_1578,35.0,109.32,3826.2,3.0
10418.0,S24_4620,10.0,66.29,662.9000000000001,3.0
10419.0,S18_3685,43.0,114.44,4920.92,3.0
10420.0,S24_3969,15.0,35.29,529.35,3.0
10423.0,S18_2957,31.0,56.21,1742.51,3.0
10424.0,S12_1666,49.0,121.64,5960.36,3.0
10425.0,S18_2238,28.0,147.36,4126.08,3.0
10100.0,S18_4409,22.0,75.46,1660.12,4.0
10101.0,S18_2325,25.0,108.06,2701.5,4.0
10103.0,S10_4962,42.0,119.67,5026.14,4.0
10104.0,S32_3207,49.0,56.55,2770.95,4.0
10105.0,S24_3151,44.0,73.46,3232.24,4.0
10106.0,S24_1785,28.0,107.23,3002.44,4.0
10107.0,S10_4698,27.0,172.36,4653.72,4.0
10108.0,S12_3380,45.0,96.3,4333.5,4.0
10109.0,S18_1129,26.0,117.48,3054.48,4.0
10110.0,S18_2325,33.0,115.69,3817.77,4.0
10111.0,S18_3320,39.0,91.27,3559.5299999999997,4.0
10113.0,S18_1097,49.0,101.5,4973.5,4.0
10114.0,S18_3232,48.0,169.34,8128.32,4.0
10115.0,S18_2238,46.0,140.81,6477.26,4.0
10117.0,S18_4522,23.0,73.73,1695.7900000000002,4.0
10119.0,S24_2841,41.0,64.4,2640.4,4.0
10120.0,S18_2625,46.0,57.54,2646.84,4.0
10121.0,S12_2823,50.0,126.52,6326.0,4.0
10122.0,S24_2972,39.0,34.74,1354.8600000000001,4.0
10123.0,S18_3685,34.0,117.26,3986.84,4.0
10124.0,S24_3969,46.0,36.11,1661.06,4.0
10126.0,S10_4962,22.0,122.62,2697.6400000000003,4.0
10127.0,S50_1514,46.0,55.65,2559.9,4.0
10128.0,S18_3259,41.0,80.67,3307.4700000000003,4.0
10129.0,S24_3151,41.0,81.43,3338.63,4.0
10131.0,S18_1662,21.0,141.92,2980.3199999999997,4.0
10133.0,S24_4278,46.0,61.58,2832.68,4.0
10134.0,S10_4698,31.0,187.85,5823.349999999999,4.0
10135.0,S12_4675,29.0,103.64,3005.56,4.0
10137.0,S18_3685,31.0,118.68,3679.0800000000004,4.0
10138.0,S24_3969,29.0,32.82,951.78,4.0
10139.0,S24_4258,29.0,93.49,2711.21,4.0
10140.0,S10_4962,26.0,131.49,3418.7400000000002,4.0
10141.0,S18_2238,39.0,160.46,6257.9400000000005,4.0
10142.0,S700_3962,38.0,91.37,3472.0600000000004,4.0
10143.0,S700_2466,26.0,79.78,2074.28,4.0
10145.0,S32_4485,27.0,95.93,2590.11,4.0
10147.0,S12_4675,33.0,97.89,3230.37,4.0
10148.0,S24_2766,21.0,77.24,1622.04,4.0
10149.0,S18_1342,50.0,87.33,4366.5,4.0
